participantid_in_session,participantcode,participantlabel,participant_is_bot,participant_index_in_pages,participant_max_page_index,participant_current_app_name,participant_current_page_name,participanttime_started_utc,participantvisited,participantmturk_worker_id,participantmturk_assignment_id,participantpayoff,participantprolific_id,sessioncode,sessionlabel,sessionmturk_hitid,sessionmturk_hitgroupid,sessioncomment,sessionis_demo,sessionconfigreal_world_currency,sessionconfigname,sessionconfigparticipation_fee,pre1playerid_in_group,pre1playerrole,pre1playerpayoff,pre1playerconsent,pre1playerattention_check_num,pre1playerattention_check_num2,pre1playerattention_check_num3,pre1playerattention_check,pre1playerattention_check2,pre1playerattention_check3,pre1groupid_in_subsession,pre1subsessionround_number,main1playerid_in_group,main1playerrole,main1playerpayoff,main1playerstated_amount,main1playerthreshold_integer,main1playerbriefing_correct_amou,main1playerbriefing_1,main1playerbriefing_2,main1playerbriefing_3,main1playerbriefing_4,main1playerbriefing_5,main1playerbriefing_6,main1playerbriefing_7,main1playerbriefing_8,main1playerbriefing_9,main1playerbriefing_10,main1playerbriefing_11,main1playerbriefing_12,main1playerbriefing_13,main1playerbriefing_14,main1playerbriefing_15,main1playermisreport_reason,main1playeraccept_next_experimen,main1playerprefer,main1playerpainter,main1groupid_in_subsession,main1subsessionround_number,end1playerid_in_group,end1playerrole,end1playerpayoff,end1groupid_in_subsession,end1subsessionround_number,end21playerid_in_group,end21playerrole,end21playerpayoff,end21groupid_in_subsession,end21subsessionround_number,session
133,jy6cb9zz,5be1c6db93cab6000123baf9,0,19,20,end,End,2025-12-18 18:19:42.461952,1,,,1.5,5be1c6db93cab6000123baf9,jax0jask,,,,,0,1,your_experiment,0,435,,0,1,53,3,11,53,,,1,1,435,,1.5,9,8,8,2,1,1,1,3,1,3,4,6,7,8,4,8,8,8,,,Right,,1,1,435,,0,1,1,435,,0,1,1,1000 sample
134,x0dpgpzo,67606b86d38a90ae2ff70bcf,0,19,20,end,End,2025-12-18 18:19:42.745417,1,,,1.5,67606b86d38a90ae2ff70bcf,jax0jask,,,,,0,1,your_experiment,0,436,,0,1,16,6,71,16,,,1,1,436,,1.5,9,8,5,2,2,1,1,3,1,3,4,3,2,1,3,4,8,5,,,Right,,1,1,436,,0,1,1,436,,0,1,1,1000 sample
135,qs06ep9l,62fd14d7b1e0729dc8aadb79,0,19,20,end,End,2025-12-18 18:19:44.144297,1,,,3,62fd14d7b1e0729dc8aadb79,jax0jask,,,,,0,1,your_experiment,0,437,,0,1,16,93,53,16,,,1,1,437,,3,15,8,6,2,1,3,1,3,3,3,2,8,4,8,7,6,2,3,,,Right,,1,1,437,,0,1,1,437,,0,1,1,1000 sample
136,m9uwix6w,5702fde2d4cf7f00089471f3,0,19,20,end,End,2025-12-18 18:19:58.775963,1,,,1.5,5702fde2d4cf7f00089471f3,jax0jask,,,,,0,1,your_experiment,0,441,,0,1,9,99,77,9,,,1,1,441,,1.5,9,8,7,2,3,3,1,3,3,3,6,4,7,7,2,5,8,8,,,Right,,1,1,441,,0,1,1,441,,0,1,1,1000 sample
137,unnv0ury,67c60b46b619cad09b65ab51,0,19,20,end,End,2025-12-18 18:20:12.346286,1,,,1.5,67c60b46b619cad09b65ab51,jax0jask,,,,,0,1,your_experiment,0,443,,0,1,40,26,84,40,,,1,1,443,,1.5,9,8,3,3,3,3,2,3,3,3,1,3,4,4,3,7,3,8,,,Right,,1,1,443,,0,1,1,443,,0,1,1,1000 sample
138,hoivrcgp,6348287ad6a62b1fb1a5f5d0,0,19,20,end,End,2025-12-18 18:21:17.616283,1,,,2,6348287ad6a62b1fb1a5f5d0,jax0jask,,,,,0,1,your_experiment,0,456,,0,1,5,6,24,5,,,1,1,456,,2,10,8,8,2,2,3,1,3,3,3,4,2,7,3,4,3,3,4,,,Right,,1,1,456,,0,1,1,456,,0,1,1,1000 sample
139,7gb4tuc9,672dc0fa8dac9b6e17b174a8,0,19,20,end,End,2025-12-18 18:21:37.282260,1,,,2.5,672dc0fa8dac9b6e17b174a8,jax0jask,,,,,0,1,your_experiment,0,459,,0,1,16,51,90,16,,,1,1,459,,2.5,11,8,6,2,4,3,1,3,3,3,2,5,3,5,2,6,2,8,,,Right,,1,1,459,,0,1,1,459,,0,1,1,1000 sample
140,0pzop2h5,598f22af33481c000164d359,0,19,20,end,End,2025-12-18 18:21:39.909809,1,,,2,598f22af33481c000164d359,jax0jask,,,,,0,1,your_experiment,0,460,,0,1,13,99,19,13,,,1,1,460,,2,10,8,4,2,3,3,2,3,5,3,5,8,8,8,8,8,8,8,,,Right,,1,1,460,,0,1,1,460,,0,1,1,1000 sample
141,f8iy9u35,5face5c376854331c289c883,0,19,20,end,End,2025-12-18 18:21:40.414584,1,,,3,5face5c376854331c289c883,jax0jask,,,,,0,1,your_experiment,0,461,,0,1,20,13,90,20,,,1,1,461,,3,12,8,9,2,1,3,1,3,1,3,4,6,7,8,8,8,8,8,,,Right,,1,1,461,,0,1,1,461,,0,1,1,1000 sample
142,aej2a27o,63093a0415adbce573577700,0,19,20,end,End,2025-12-18 18:21:48.403519,1,,,1.5,63093a0415adbce573577700,jax0jask,,,,,0,1,your_experiment,0,464,,0,1,88,10,46,88,,,1,1,464,,1.5,9,8,7,2,1,3,1,3,1,3,4,8,8,8,8,8,8,8,,,Right,,1,1,464,,0,1,1,464,,0,1,1,1000 sample
143,34r95px0,6715fa8490b20c9f0317e48d,0,19,20,end,End,2025-12-18 18:22:12.661406,1,,,2,6715fa8490b20c9f0317e48d,jax0jask,,,,,0,1,your_experiment,0,468,,0,1,62,27,11,62,,,1,1,468,,2,10,8,6,2,4,3,2,3,3,3,4,6,4,2,8,8,8,8,,,Left,,1,1,468,,0,1,1,468,,0,1,1,1000 sample
144,k0ggncao,66a8d816cf36ee2611136029,0,19,20,end,End,2025-12-18 18:22:13.058424,1,,,2,66a8d816cf36ee2611136029,jax0jask,,,,,0,1,your_experiment,0,469,,0,1,19,68,87,19,,,1,1,469,,2,10,8,4,2,4,1,1,3,3,3,5,8,8,8,8,8,8,8,,,Left,,1,1,469,,0,1,1,469,,0,1,1,1000 sample
145,dv6hykvd,5e67ead79c4cc909387bedd8,0,19,20,end,End,2025-12-18 18:22:19.085879,1,,,2,5e67ead79c4cc909387bedd8,jax0jask,,,,,0,1,your_experiment,0,472,,0,1,90,7,92,90,,,1,1,472,,2,10,8,3,2,2,3,1,4,8,8,8,8,8,8,8,8,8,8,,,Left,,1,1,472,,0,1,1,472,,0,1,1,1000 sample
146,eo06e39x,5e83b9e3e3a9da1163fdd0dc,0,19,20,end,End,2025-12-18 18:22:39.148174,1,,,3,5e83b9e3e3a9da1163fdd0dc,jax0jask,,,,,0,1,your_experiment,0,477,,0,1,54,14,35,54,,,1,1,477,,3,12,8,6,2,3,3,1,3,3,3,7,6,4,8,8,8,8,8,,,Right,,1,1,477,,0,1,1,477,,0,1,1,1000 sample
147,l9pf6dya,63d7b5321ace6099e3a83386,0,19,20,end,End,2025-12-18 18:22:45.723549,1,,,2,63d7b5321ace6099e3a83386,jax0jask,,,,,0,1,your_experiment,0,483,,0,1,84,43,87,84,,,1,1,483,,2,10,8,6,2,3,3,2,3,1,3,7,2,7,5,3,6,3,6,,,Right,,1,1,483,,0,1,1,483,,0,1,1,1000 sample
148,3zk30o6b,5de3c83c2033793be6591e53,0,19,20,end,End,2025-12-18 18:22:47.272526,1,,,2,5de3c83c2033793be6591e53,jax0jask,,,,,0,1,your_experiment,0,485,,0,1,29,23,36,29,,,1,1,485,,2,10,8,5,2,3,3,1,3,1,7,2,2,3,8,6,3,2,8,,,Left,,1,1,485,,0,1,1,485,,0,1,1,1000 sample
149,899tpqx8,644655c01a3123d677fe7b2d,0,19,20,end,End,2025-12-18 18:22:52.401107,1,,,3,644655c01a3123d677fe7b2d,jax0jask,,,,,0,1,your_experiment,0,486,,0,1,24,12,9,24,,,1,1,486,,3,12,8,8,2,1,3,1,3,3,7,4,6,4,7,6,8,2,5,,,Left,,1,1,486,,0,1,1,486,,0,1,1,1000 sample
150,51ct175r,59e1e960d838ae00018507e3,0,18,20,main,Code,2025-12-18 18:22:55.363531,1,,,2,59e1e960d838ae00018507e3,jax0jask,,,,,0,1,your_experiment,0,488,,0,1,16,5,86,16,,,1,1,488,,2,10,8,5,2,1,3,1,3,3,5,5,5,8,8,8,8,8,8,,,Left,,1,1,488,,0,1,1,488,,0,1,1,1000 sample
151,tw5hrdci,5b9e4dc6e671c60001228654,0,19,20,end,End,2025-12-18 18:22:55.996587,1,,,2,5b9e4dc6e671c60001228654,jax0jask,,,,,0,1,your_experiment,0,489,,0,1,87,46,39,87,,,1,1,489,,2,10,8,6,2,1,3,2,3,3,3,4,8,8,8,8,8,8,8,,,Left,,1,1,489,,0,1,1,489,,0,1,1,1000 sample
152,cjbh1m1h,60b62184fd4b3b2fe7b8ddfd,0,19,20,end,End,2025-12-18 18:23:08.215521,1,,,3,60b62184fd4b3b2fe7b8ddfd,jax0jask,,,,,0,1,your_experiment,0,492,,0,1,34,36,99,34,,,1,1,492,,3,12,8,8,2,1,3,1,3,1,3,4,6,3,8,8,8,8,8,,,Left,,1,1,492,,0,1,1,492,,0,1,1,1000 sample
153,q1k2yxbs,5f75d01a857e4e27a575f7ca,0,19,20,end,End,2025-12-18 18:23:25.474620,1,,,2,5f75d01a857e4e27a575f7ca,jax0jask,,,,,0,1,your_experiment,0,497,,0,1,5,18,62,5,,,1,1,497,,2,10,8,4,2,4,3,1,3,1,8,8,8,8,8,8,8,8,8,,,Right,,1,1,497,,0,1,1,497,,0,1,1,1000 sample
154,9pld4ki1,68a09fd470dc64f51f7ef871,0,19,20,end,End,2025-12-18 18:23:33.306981,1,,,3,68a09fd470dc64f51f7ef871,jax0jask,,,,,0,1,your_experiment,0,499,,0,1,62,38,61,62,,,1,1,499,,3,12,8,7,2,2,3,1,3,3,3,4,6,8,8,8,8,8,8,,,Left,,1,1,499,,0,1,1,499,,0,1,1,1000 sample
155,m8vugqj6,60e41ac406dc609eac17d7c2,0,19,20,end,End,2025-12-18 18:23:36.058785,1,,,2,60e41ac406dc609eac17d7c2,jax0jask,,,,,0,1,your_experiment,0,500,,0,1,9,13,36,9,,,1,1,500,,2,10,8,2,3,2,3,2,3,1,5,2,2,3,6,2,7,2,8,,,Right,,1,1,500,,0,1,1,500,,0,1,1,1000 sample
156,ietku2s7,5a8d29dd5292b80001234314,0,19,20,end,End,2025-12-18 18:23:46.054617,1,,,3,5a8d29dd5292b80001234314,jax0jask,,,,,0,1,your_experiment,0,501,,0,1,69,72,74,69,,,1,1,501,,3,12,8,7,2,2,3,1,3,1,3,4,4,1,7,6,4,3,8,,,Right,,1,1,501,,0,1,1,501,,0,1,1,1000 sample
157,vn72cw1y,5cffb12df6c3fb00157b2f39,0,19,20,end,End,2025-12-18 18:24:09.731374,1,,,1.5,5cffb12df6c3fb00157b2f39,jax0jask,,,,,0,1,your_experiment,0,508,,0,1,70,77,1,70,,,1,1,508,,1.5,9,8,5,2,4,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Left,,1,1,508,,0,1,1,508,,0,1,1,1000 sample
158,zcl8306o,594a481105e73f0001450009,0,18,20,main,Code,2025-12-18 18:24:22.828043,1,,,3,594a481105e73f0001450009,jax0jask,,,,,0,1,your_experiment,0,510,,0,1,73,69,36,73,,,1,1,510,,3,15,8,5,2,3,3,1,3,3,3,1,1,8,8,8,8,8,8,,,Right,,1,1,510,,0,1,1,510,,0,1,1,1000 sample
159,v422q22g,5bb0e35556161d0001feccdc,0,19,20,end,End,2025-12-18 18:24:24.621117,1,,,2.5,5bb0e35556161d0001feccdc,jax0jask,,,,,0,1,your_experiment,0,511,,0,1,50,86,42,50,,,1,1,511,,2.5,11,8,6,2,1,3,1,3,3,3,2,3,8,8,8,8,8,8,,,Right,,1,1,511,,0,1,1,511,,0,1,1,1000 sample
160,wsjjoqmp,5ea01c7e792cdc00099748d6,0,19,20,end,End,2025-12-18 18:24:25.703648,1,,,3,5ea01c7e792cdc00099748d6,jax0jask,,,,,0,1,your_experiment,0,512,,0,1,68,28,28,68,,,1,1,512,,3,13,8,7,2,2,3,1,3,3,3,4,6,2,1,7,7,6,8,,,Left,,1,1,512,,0,1,1,512,,0,1,1,1000 sample
161,ja40ua4k,67261e11a3b1f0efae30f22e,0,19,20,end,End,2025-12-18 18:25:07.011334,1,,,1.5,67261e11a3b1f0efae30f22e,jax0jask,,,,,0,1,your_experiment,0,514,,0,1,17,55,2,17,,,1,1,514,,1.5,9,8,5,2,4,3,1,3,1,3,5,8,4,8,2,8,5,8,,,Left,,1,1,514,,0,1,1,514,,0,1,1,1000 sample
162,tfp9wrwa,62a727c0b6efe57fb90a5b86,0,19,20,end,End,2025-12-18 18:25:22.331585,1,,,1.5,62a727c0b6efe57fb90a5b86,jax0jask,,,,,0,1,your_experiment,0,517,,0,1,66,95,15,66,,,1,1,517,,1.5,9,8,6,2,3,3,1,3,5,3,4,4,8,8,8,8,8,8,,,Right,,1,1,517,,0,1,1,517,,0,1,1,1000 sample
163,hiv4n7vy,66d45f42363a8f00a02d8581,0,19,20,end,End,2025-12-18 18:25:38.884606,1,,,1.5,66d45f42363a8f00a02d8581,jax0jask,,,,,0,1,your_experiment,0,520,,0,1,48,14,20,48,,,1,1,520,,1.5,9,8,6,2,3,3,1,3,1,7,5,8,7,7,6,6,6,7,,,Right,,1,1,520,,0,1,1,520,,0,1,1,1000 sample
164,t99v7tkp,5c6df5298c5fd30001b83926,0,19,20,end,End,2025-12-18 18:25:42.387943,1,,,3,5c6df5298c5fd30001b83926,jax0jask,,,,,0,1,your_experiment,0,524,,0,1,83,8,69,83,,,1,1,524,,3,15,8,5,2,4,1,1,3,5,3,8,7,4,3,6,4,7,7,,,Right,,1,1,524,,0,1,1,524,,0,1,1,1000 sample
165,720pfd85,6658c369bc36ded0ffe472b8,0,19,20,end,End,2025-12-18 18:25:50.836771,1,,,3,6658c369bc36ded0ffe472b8,jax0jask,,,,,0,1,your_experiment,0,528,,0,1,68,98,71,68,,,1,1,528,,3,15,8,5,2,3,3,1,4,1,3,4,3,2,8,8,8,8,8,,,Left,,1,1,528,,0,1,1,528,,0,1,1,1000 sample
166,dd1edcup,5d13376e96919a0001368094,0,19,20,end,End,2025-12-18 18:25:53.670576,1,,,3,5d13376e96919a0001368094,jax0jask,,,,,0,1,your_experiment,0,531,,0,1,88,7,62,88,,,1,1,531,,3,15,8,6,2,3,3,1,3,1,3,4,8,4,8,8,8,8,8,,,Left,,1,1,531,,0,1,1,531,,0,1,1,1000 sample
167,08rd9nyr,648412dd2c64230b3f55890b,0,19,20,end,End,2025-12-18 18:25:58.284386,1,,,2,648412dd2c64230b3f55890b,jax0jask,,,,,0,1,your_experiment,0,532,,0,1,53,4,68,53,,,1,1,532,,2,10,8,7,2,2,3,1,3,1,3,4,6,8,8,8,8,8,8,,,Right,,1,1,532,,0,1,1,532,,0,1,1,1000 sample
168,st3fe56a,5a5a6ed7f6c517000195029e,0,19,20,end,End,2025-12-18 18:26:03.404922,1,,,2.5,5a5a6ed7f6c517000195029e,jax0jask,,,,,0,1,your_experiment,0,533,,0,1,56,54,16,56,,,1,1,533,,2.5,11,8,7,2,2,3,1,3,1,7,4,6,2,3,2,1,3,4,,,Right,,1,1,533,,0,1,1,533,,0,1,1,1000 sample
169,ieuw5603,6683f9cded466c62ba631d9e,0,19,20,end,End,2025-12-18 18:26:06.178928,1,,,1.5,6683f9cded466c62ba631d9e,jax0jask,,,,,0,1,your_experiment,0,534,,0,1,61,57,36,61,,,1,1,534,,1.5,9,8,6,2,3,3,1,3,3,5,4,6,4,8,8,8,8,8,,,Left,,1,1,534,,0,1,1,534,,0,1,1,1000 sample
170,sflizr3w,66cdf0f0913fa26e9841803d,0,19,20,end,End,2025-12-18 18:26:31.979795,1,,,2,66cdf0f0913fa26e9841803d,jax0jask,,,,,0,1,your_experiment,0,537,,0,1,36,81,55,36,,,1,1,537,,2,10,8,5,3,2,3,1,3,3,3,2,8,7,2,8,8,8,8,,,Right,,1,1,537,,0,1,1,537,,0,1,1,1000 sample
171,b37l2zgm,59d68c3fe776fd00015ec519,0,19,20,end,End,2025-12-18 18:26:39.277381,1,,,1.5,59d68c3fe776fd00015ec519,jax0jask,,,,,0,1,your_experiment,0,538,,0,1,2,10,59,2,,,1,1,538,,1.5,9,8,7,2,1,3,1,3,1,3,4,7,8,8,8,8,8,8,,,Left,,1,1,538,,0,1,1,538,,0,1,1,1000 sample
172,fdw6ryyi,60bbdb37286980cc3ba6f309,0,19,20,end,End,2025-12-18 18:26:41.121100,1,,,2,60bbdb37286980cc3ba6f309,jax0jask,,,,,0,1,your_experiment,0,539,,0,1,61,44,2,61,,,1,1,539,,2,10,8,6,2,4,3,1,3,3,3,2,6,8,8,8,8,8,8,,,Right,,1,1,539,,0,1,1,539,,0,1,1,1000 sample
173,4u2httib,62a71f84d2f2f15e6cefae40,0,19,20,end,End,2025-12-18 18:26:48.203442,1,,,1.5,62a71f84d2f2f15e6cefae40,jax0jask,,,,,0,1,your_experiment,0,543,,0,1,30,69,85,30,,,1,1,543,,1.5,9,8,7,2,1,3,1,3,1,3,4,5,4,4,4,8,8,8,,,Left,,1,1,543,,0,1,1,543,,0,1,1,1000 sample
174,nwrh5ov3,5cc8745ba94e300001fd9687,0,19,20,end,End,2025-12-18 18:27:23.663458,1,,,1.5,5cc8745ba94e300001fd9687,jax0jask,,,,,0,1,your_experiment,0,548,,0,1,62,9,66,62,,,1,1,548,,1.5,9,8,6,2,1,3,2,3,6,3,4,5,4,8,8,8,8,8,,,Right,,1,1,548,,0,1,1,548,,0,1,1,1000 sample
175,9py1hl55,5d9e3b307b8a7d00169f35c0,0,19,20,end,End,2025-12-18 18:27:41.096559,1,,,3,5d9e3b307b8a7d00169f35c0,jax0jask,,,,,0,1,your_experiment,0,549,,0,1,4,31,60,4,,,1,1,549,,3,15,8,6,2,2,3,3,3,1,5,4,8,7,4,5,3,6,4,,,Right,,1,1,549,,0,1,1,549,,0,1,1,1000 sample
176,2iwpw5io,65b17c3a6264a7353dc9ed4b,0,19,20,end,End,2025-12-18 18:27:44.408921,1,,,3,65b17c3a6264a7353dc9ed4b,jax0jask,,,,,0,1,your_experiment,0,550,,0,1,50,48,11,50,,,1,1,550,,3,12,8,6,2,2,3,1,3,5,3,4,3,4,3,8,8,8,8,,,Right,,1,1,550,,0,1,1,550,,0,1,1,1000 sample
177,xpxw3r38,5d20f6cbc1dc1c0001162dd5,0,19,20,end,End,2025-12-18 18:27:59.317629,1,,,3,5d20f6cbc1dc1c0001162dd5,jax0jask,,,,,0,1,your_experiment,0,556,,0,1,57,8,18,57,,,1,1,556,,3,12,8,7,2,2,3,1,3,1,3,4,6,3,4,8,8,8,8,,,Right,,1,1,556,,0,1,1,556,,0,1,1,1000 sample
178,dr4hww1g,5797bc9aad1a6c000146818c,0,19,20,end,End,2025-12-18 18:28:02.277884,1,,,2,5797bc9aad1a6c000146818c,jax0jask,,,,,0,1,your_experiment,0,559,,0,1,11,45,15,11,,,1,1,559,,2,10,8,4,2,4,3,2,3,1,3,8,8,8,8,8,8,8,8,,,Right,,1,1,559,,0,1,1,559,,0,1,1,1000 sample
179,3fkejy0p,5c97abbfae71890001f15e08,0,19,20,end,End,2025-12-18 18:28:08.019219,1,,,3,5c97abbfae71890001f15e08,jax0jask,,,,,0,1,your_experiment,0,560,,0,1,100,89,66,100,,,1,1,560,,3,15,8,7,2,3,3,1,3,3,3,5,7,7,2,8,3,1,6,,,Right,,1,1,560,,0,1,1,560,,0,1,1,1000 sample
180,5n16f0xf,5c9e119a881e9800147050da,0,19,20,end,End,2025-12-18 18:28:50.898126,1,,,3,5c9e119a881e9800147050da,jax0jask,,,,,0,1,your_experiment,0,567,,0,1,56,81,54,56,,,1,1,567,,3,15,8,7,3,1,3,1,3,3,3,4,3,4,2,6,3,3,8,,,Left,,1,1,567,,0,1,1,567,,0,1,1,1000 sample
181,53emtep6,5e3ec7559b43781188725eea,0,19,20,end,End,2025-12-18 18:29:06.668143,1,,,1.5,5e3ec7559b43781188725eea,jax0jask,,,,,0,1,your_experiment,0,572,,0,1,83,60,10,83,,,1,1,572,,1.5,9,8,7,2,1,3,1,3,1,3,4,3,2,7,2,3,7,8,,,Right,,1,1,572,,0,1,1,572,,0,1,1,1000 sample
182,ep9n5wnq,5e5012ec47808406305d6a0d,0,19,20,end,End,2025-12-18 18:29:06.817528,1,,,3,5e5012ec47808406305d6a0d,jax0jask,,,,,0,1,your_experiment,0,573,,0,1,50,74,66,50,,,1,1,573,,3,15,8,4,3,1,4,1,3,3,7,7,4,5,4,3,4,8,8,,,Right,,1,1,573,,0,1,1,573,,0,1,1,1000 sample
183,hj93c8xt,5ae5a3ff3ab2fb0001ef2b91,0,19,20,end,End,2025-12-18 18:29:15.421996,1,,,3,5ae5a3ff3ab2fb0001ef2b91,jax0jask,,,,,0,1,your_experiment,0,575,,0,1,18,79,7,18,,,1,1,575,,3,14,8,6,2,3,3,1,3,1,3,2,3,3,3,2,2,8,4,,,Left,,1,1,575,,0,1,1,575,,0,1,1,1000 sample
184,nh0hcgsh,5ea60beb07183a615a30a2d4,0,19,20,end,End,2025-12-18 18:29:52.939100,1,,,2,5ea60beb07183a615a30a2d4,jax0jask,,,,,0,1,your_experiment,0,586,,0,1,76,50,45,76,,,1,1,586,,2,10,8,7,2,1,3,1,3,3,3,2,6,4,7,3,2,8,1,,,Left,,1,1,586,,0,1,1,586,,0,1,1,1000 sample
185,73xl82sn,57a25e691602010001041ab1,0,19,20,end,End,2025-12-18 18:29:53.444082,1,,,1.5,57a25e691602010001041ab1,jax0jask,,,,,0,1,your_experiment,0,587,,0,1,43,11,88,43,,,1,1,587,,1.5,9,8,7,2,1,3,1,3,3,3,5,6,4,8,8,8,8,8,,,Right,,1,1,587,,0,1,1,587,,0,1,1,1000 sample
186,eiq24075,5de7900ceb1b0a6fe754b2c6,0,19,20,end,End,2025-12-18 18:30:16.316929,1,,,3,5de7900ceb1b0a6fe754b2c6,jax0jask,,,,,0,1,your_experiment,0,590,,0,1,59,48,31,59,,,1,1,590,,3,12,8,5,2,1,3,1,3,3,5,7,5,8,4,7,6,4,6,,,Right,,1,1,590,,0,1,1,590,,0,1,1,1000 sample
187,ssxo2nbd,5db70dc7a253c0000b364172,0,19,20,end,End,2025-12-18 18:30:18.495971,1,,,2.5,5db70dc7a253c0000b364172,jax0jask,,,,,0,1,your_experiment,0,592,,0,1,27,33,0,27,,,1,1,592,,2.5,11,8,6,2,4,3,1,3,3,3,4,7,4,7,8,8,8,8,,,Right,,1,1,592,,0,1,1,592,,0,1,1,1000 sample
188,hy4eiw48,5c59baa95e09ea00015521d9,0,19,20,end,End,2025-12-18 18:30:59.095924,1,,,3,5c59baa95e09ea00015521d9,jax0jask,,,,,0,1,your_experiment,0,599,,0,1,49,77,57,49,,,1,1,599,,3,12,8,7,2,4,3,1,3,3,3,4,6,8,8,8,8,8,8,,,Right,,1,1,599,,0,1,1,599,,0,1,1,1000 sample
189,yged1899,62fb7acaf60ed51dd71d3bfb,0,19,20,end,End,2025-12-18 18:31:21.151814,1,,,1.5,62fb7acaf60ed51dd71d3bfb,jax0jask,,,,,0,1,your_experiment,0,606,,0,1,72,62,41,72,,,1,1,606,,1.5,9,8,6,2,3,3,1,3,3,3,4,1,1,8,8,8,8,8,,,Right,,1,1,606,,0,1,1,606,,0,1,1,1000 sample
190,chvmvwqb,6788319fd22b8480d7fd03da,0,19,20,end,End,2025-12-18 18:31:37.097325,1,,,1.5,6788319fd22b8480d7fd03da,jax0jask,,,,,0,1,your_experiment,0,610,,0,1,66,38,99,66,,,1,1,610,,1.5,9,8,5,2,3,3,1,3,3,7,2,6,4,8,8,8,8,8,,,Right,,1,1,610,,0,1,1,610,,0,1,1,1000 sample
191,x6gks0jo,6447b565df936347833ab73d,0,19,20,end,End,2025-12-18 18:31:56.310903,1,,,3,6447b565df936347833ab73d,jax0jask,,,,,0,1,your_experiment,0,618,,0,1,62,15,38,62,,,1,1,618,,3,13,8,1,2,2,4,4,4,8,8,8,8,8,8,8,8,8,8,,,Right,,1,1,618,,0,1,1,618,,0,1,1,1000 sample
192,4bx1io95,66150c54bb1306f316893368,0,19,20,end,End,2025-12-18 18:32:57.037978,1,,,2,66150c54bb1306f316893368,jax0jask,,,,,0,1,your_experiment,0,627,,0,1,45,86,44,45,,,1,1,627,,2,10,8,6,2,1,3,1,3,3,3,5,8,8,8,8,8,8,8,,,Right,,1,1,627,,0,1,1,627,,0,1,1,1000 sample
193,4zq3ch2u,5c478dae685da800014c8119,0,19,20,end,End,2025-12-18 18:33:24.279589,1,,,2,5c478dae685da800014c8119,jax0jask,,,,,0,1,your_experiment,0,631,,0,1,2,80,54,2,,,1,1,631,,2,10,8,6,2,1,4,1,3,3,3,2,4,1,1,4,7,1,3,,,Right,,1,1,631,,0,1,1,631,,0,1,1,1000 sample
194,3ldmsw9v,58106d17a513590001b1ec9e,0,18,20,main,Code,2025-12-18 18:33:34.407722,1,,,2,58106d17a513590001b1ec9e,jax0jask,,,,,0,1,your_experiment,0,632,,0,1,41,85,92,41,,,1,1,632,,2,10,8,4,2,2,3,2,3,3,3,7,5,8,8,8,8,8,8,,,Right,,1,1,632,,0,1,1,632,,0,1,1,1000 sample
195,kh7yldct,66ba63f27c6488261bebe6bb,0,19,20,end,End,2025-12-18 18:34:05.665093,1,,,2,66ba63f27c6488261bebe6bb,jax0jask,,,,,0,1,your_experiment,0,638,,0,1,50,3,97,50,,,1,1,638,,2,10,8,5,2,3,3,2,3,1,3,2,4,4,6,3,4,2,4,,,Left,,1,1,638,,0,1,1,638,,0,1,1,1000 sample
196,al1jwztg,5b490405bc06c90001f8d6a5,0,19,20,end,End,2025-12-18 18:34:06.343089,1,,,1.5,5b490405bc06c90001f8d6a5,jax0jask,,,,,0,1,your_experiment,0,639,,0,1,38,17,78,38,,,1,1,639,,1.5,9,8,6,2,1,3,2,3,1,3,8,1,5,8,8,8,8,8,,,Right,,1,1,639,,0,1,1,639,,0,1,1,1000 sample
197,4st89743,6660430efa2c89f74206b36f,0,19,20,end,End,2025-12-18 18:34:38.456353,1,,,3,6660430efa2c89f74206b36f,jax0jask,,,,,0,1,your_experiment,0,643,,0,1,13,45,93,13,,,1,1,643,,3,15,8,6,2,2,4,1,3,1,3,7,6,3,6,1,5,8,8,,,Right,,1,1,643,,0,1,1,643,,0,1,1,1000 sample
198,j2hly4la,67348655740ba2af245dbe1d,0,19,20,end,End,2025-12-18 18:34:45.569819,1,,,2.5,67348655740ba2af245dbe1d,jax0jask,,,,,0,1,your_experiment,0,645,,0,1,68,61,62,68,,,1,1,645,,2.5,11,8,8,2,1,3,1,3,1,3,2,6,7,8,8,8,8,8,,,Right,,1,1,645,,0,1,1,645,,0,1,1,1000 sample
199,eg3qvxpj,67ee50bbaa206db46d5e94c2,0,19,20,end,End,2025-12-18 18:34:47.755108,1,,,2,67ee50bbaa206db46d5e94c2,jax0jask,,,,,0,1,your_experiment,0,646,,0,1,26,12,40,26,,,1,1,646,,2,10,8,6,2,1,3,1,3,3,3,2,8,8,8,8,8,8,8,,,Right,,1,1,646,,0,1,1,646,,0,1,1,1000 sample
200,qftib1uv,5c8b065abd96ce0001947d1b,0,19,20,end,End,2025-12-18 18:35:03.435640,1,,,2.5,5c8b065abd96ce0001947d1b,jax0jask,,,,,0,1,your_experiment,0,647,,0,1,60,72,90,60,,,1,1,647,,2.5,11,8,6,2,3,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,647,,0,1,1,647,,0,1,1,1000 sample
